FileName;Frame;Channel;ChannelColoc;ColocSignalBased;ColocSizeBased;ColocObjectsNumber;MeanIntensity;PearsonCorr;PearsonCorrMasked
1_Composite.tif;0;0;1;0,0313;0,035;0;0,0713;0,165;0,165
1_Composite.tif;0;1;0;0,0868;0,0896;0,0555;0,1536;0,165;0,165
2_Composite.tif;0;0;1;0,0091;0,0077;0;0,0747;0,1435;0,1435
2_Composite.tif;0;1;0;0,0124;0,0153;0;0,1535;0,1435;0,1435
3_Composite.tif;0;0;1;0,0188;0,02;0;0,0901;0,1408;0,1408
3_Composite.tif;0;1;0;0,0697;0,0336;0,0175;0,155;0,1408;0,1408
4_Composite.tif;0;0;1;0,0149;0,0155;0;0,0622;0,1253;0,1253
4_Composite.tif;0;1;0;0,0301;0,0268;0;0,1234;0,1253;0,1253
5_Composite.tif;0;0;1;0,0039;0,0044;0;0,094;0,1647;0,1647
5_Composite.tif;0;1;0;0,0084;0,0067;0;0,1686;0,1647;0,1647
6_Composite.tif;0;0;1;0,0036;0,004;0;0,0703;0,0994;0,0994
6_Composite.tif;0;1;0;0,008;0,0087;0;0,1302;0,0994;0,0994
7_Composite.tif;0;0;1;0,0138;0,0145;0;0,0639;0,1803;0,1803
7_Composite.tif;0;1;0;0,031;0,0317;0;0,1527;0,1803;0,1803
8_Composite.tif;0;0;1;0,0047;0,0049;0;0,0964;0,1071;0,1071
8_Composite.tif;0;1;0;0,0031;0,0095;0;0,1716;0,1071;0,1071
9_Composite.tif;0;0;1;0,0101;0,0117;0;0,0781;0,1906;0,1906
9_Composite.tif;0;1;0;0,0137;0,0109;0;0,1374;0,1906;0,1906
10_Composite.tif;0;0;1;0,004;0,0041;0;0,0684;0,139;0,139
10_Composite.tif;0;1;0;0,0116;0,0088;0;0,1394;0,139;0,139
11_Composite.tif;0;0;1;0,031;0,0327;0;0,0914;0,2125;0,2125
11_Composite.tif;0;1;0;0,0926;0,0813;0,0434;0,1773;0,2125;0,2125
12_Composite.tif;0;0;1;0,005;0,005;0;0,0615;0,163;0,163
12_Composite.tif;0;1;0;0,008;0,0088;0;0,1349;0,163;0,163
13_Composite.tif;0;0;1;0,0099;0,0106;0;0,088;0,1405;0,1405
13_Composite.tif;0;1;0;0,0185;0,022;0;0,1538;0,1405;0,1405
14_Composite.tif;0;0;1;0,0064;0,0072;0;0,0664;0,143;0,143
14_Composite.tif;0;1;0;0,018;0,0179;0;0,1621;0,143;0,143
15_Composite.tif;0;0;1;0,0379;0,0398;0;0,0836;0,2112;0,2112
15_Composite.tif;0;1;0;0,0977;0,1076;0,0285;0,1552;0,2112;0,2112
16_Composite.tif;0;0;1;0,0024;0,0026;0;0,073;0,1245;0,1245
16_Composite.tif;0;1;0;0,0055;0,0057;0;0,1576;0,1245;0,1245
17_Composite.tif;0;0;1;0,0343;0,0369;0;0,0682;0,1892;0,1892
17_Composite.tif;0;1;0;0,0917;0,1142;0,0285;0,1747;0,1892;0,1892
18_Composite.tif;0;0;1;0,0414;0,0441;0;0,0739;0,187;0,187
18_Composite.tif;0;1;0;0,1294;0,1606;0,0588;0,1886;0,187;0,187
19_Composite.tif;0;0;1;0,0197;0,0223;0;0,0692;0,1503;0,1503
19_Composite.tif;0;1;0;0,0353;0,0382;0;0,1425;0,1503;0,1503
20_Composite.tif;0;0;1;0,0274;0,0271;0;0,0687;0,1471;0,1471
20_Composite.tif;0;1;0;0,1032;0,1162;0,0277;0,1436;0,1471;0,1471
