"","Picture","ICCS.M1","ICCS.M2","LI..DeBias.","Mander.s.M1","Mander.s.M2","Pearson.s.Corr","Pearson.s.with.tresh.","Thresholded.Overlap.Coeff.ch1","Thresholded.Overlap.Coeff.ch2"
"1","Tom40_Mrpl4",0.958843497407647,0.319488586932065,0.75393717805493,0.538393212150311,0.780141843971631,0.553479497430363,0.5464740795265,0,0.8
"2","Tom40_Mrpl4",0.88734374662556,0.300858486009106,0.833602459577856,0.510217150148306,0.737522898183207,0.516686458289178,0.501992955603548,0,0.5625
"3","Tom40_Mrpl4",0.930924911593957,0.292896809588862,0.922572222999531,0.519024392277081,0.707865501407199,0.522173282132151,0.496121973664947,0.1578,0.6571
"4","Tom40_Mrpl4",0.965140659826997,0.360409512388989,0.574228175047532,0.618091182930111,0.827739046124013,0.589784600167753,0.587270523610022,0,0.7391
"5","Tom40_Mrpl4",0.948718640503404,0.197295506115138,0.428321914978413,0.365632879508707,0.528167380836683,0.432640641108743,0.390075383301982,0,0.5217
"6","Tom40_Mrpl4",0.881180416104935,0.492062086357928,0.670788921161277,0.720895272746796,0.857235030350217,0.658479668635517,0.658051218670352,0,0.6
"7","Tom40_Mrpl4",1.11362385807812,0.220975210702485,0.15482582931012,0.343877523073974,0.749233938861523,0.496067804520841,0.488862749105875,0,0.4666
"8","Tom40_Mrpl4",0.821955849199899,0.25042101431022,0.617242106312291,0.505726079821123,0.745577220674714,0.45369044234462,0.435596135935337,0.25,0.7352
"9","Tom40_Mrpl4",0.615831495359754,0.247549527404362,0.542132659954662,0.465242547202166,0.62852377231472,0.390446917822422,0.361596674546293,0,0.2926
"10","Tom40_Mrpl4",0.804670251771705,0.240575745356267,0.930579650323955,0.464989420394212,0.605645500505019,0.439981983251579,0.398633593334437,0.0714,0.5396
"11","Tom40_Cbp3",1.08108657431207,0.483286408870666,1.70151805694306,0.743600899591052,0.880260973096493,0.722823939958805,0.723042627388093,0,0.8076
"12","Tom40_Cbp3",0.679749049195219,0.129242493306542,0.16740323593261,0.269352112474306,0.435547346340196,0.296399159817874,0.25098989798394,0.0322,0.4347
"13","Tom40_Cbp3",1.05703341163036,0.185211573082905,0.514522861610114,0.353450109274897,0.663467003876637,0.442464485545732,0.418618215540101,0.0357,0.6111
"14","Tom40_Cbp3",0.853722223745502,0.376177034174056,0.663227411764703,0.574979917486215,0.731002658971944,0.566701591789774,0.549559558876857,0,0.3793
"15","Tom40_Cbp3",0.771566704870817,0.267172443277319,0.324288462525635,0.479368077217806,0.603442617827228,0.454027930519442,0.425181377567138,0.0555,0.5
"16","Tom40_Cbp3",0.802872022151519,0.266164483405399,0.41492995613048,0.433490619916578,0.542390154473301,0.462272665227577,0.422693951096676,0.0476,0.4482
"17","Tom40_Cbp3",0.993569667078958,0.170906075070775,0.385499254237286,0.309056036842311,0.557985346518797,0.412076560980896,0.377860178960937,0,0.6129
"18","Tom40_Cbp3",0.893672520963294,0.305208519770219,0.825782263701346,0.524415043181362,0.713252249089695,0.5222609187777,0.500794672916338,0,0.5
"19","Tom40_Cbp3",0.766083637332971,0.177316059908999,0.401866984199692,0.354094330435893,0.467309070010943,0.368563335307023,0.323783936151928,0.0263,0.2666
"20","Tom40_Cbp3",0.923613798873692,0.22683317228076,0.254242512396701,0.406956108732231,0.652392071516553,0.457718524817167,0.438468702393627,0,0.6086
"21","Tom40_Tom20",0.982838007726273,0.513963166887829,1.42126751877314,0.75140595854692,0.856844049051205,0.710733800370237,0.703705077230894,0.0625,0.5714
"22","Tom40_Tom20",0.864209898144596,0.401372010984826,1.37747513403434,0.648027368622586,0.770983227023607,0.588956420061187,0.572332348900212,0,0.4776
"23","Tom40_Tom20",0.661842514777445,0.40207166322911,0.712754011093505,0.615407972284167,0.653688077037625,0.515856686214595,0.50165435875002,0.1315,0.2564
"24","Tom40_Tom20",0.774170912247046,0.430117764336379,0.819593952099777,0.649671598759283,0.712219809506713,0.577048231944223,0.550800610089378,0.1904,0.5641
"25","Tom40_Tom20",0.892081872525462,0.403402853735404,1.05671010655196,0.636055893052413,0.802064401367797,0.599890300923756,0.593171898380564,0.0434,0.6086
"26","Tom40_Tom20",0.981411254650291,0.344735716423854,1.22483337931035,0.605510302104354,0.811530575190916,0.581659274814992,0.571254675018786,0.0769,0.75
"27","Tom40_Tom20",0.836535121664532,0.367062933184192,0.730172643991233,0.587760251949154,0.661983229548367,0.55413088297782,0.53049284019257,0.0769,0.5
"28","Tom40_Tom20",0.865089510221963,0.443744320168678,1.1162428609377,0.674763822657957,0.808368548316793,0.619579338421239,0.613940709425741,0.0769,0.5263
"29","Tom40_Tom20",0.84494061783113,0.354805809248025,0.774897903814256,0.579042410036029,0.677101554435475,0.547530674643988,0.517625239678469,0.0526,0.5135
"30","Tom40_Tom20",0.716877908531082,0.36608587554571,0.683700929445219,0.58539519135201,0.688800204096508,0.512287884693732,0.499830589181267,0.1333,0.2857
"31","Tom40_Tom40",1.08637475149273,0.625541301634574,2.45656434824954,0.825314257128564,0.927505836552642,0.824361738626739,0.82288804117583,0.25,0.8666
"32","Tom40_Tom40",1.0041072134581,0.642090112454182,1.96721495790724,0.813133839797768,0.917345470270883,0.802949135129597,0.801302283447167,0.1176,0.6923
"33","Tom40_Tom40",0.932131089985698,0.803131109405,2.41726421209741,0.904234095862436,0.926951083054529,0.865230302527081,0.86478140062472,0.7222,0.4666
"34","Tom40_Tom40",1.0597858764504,0.706381776055646,2.61713559226679,0.862074805279799,0.951878450493017,0.865224496674546,0.864666919910603,0.4375,0.7272
"35","Tom40_Tom40",1.06085477799718,0.672390360459457,1.84688365964705,0.832419187787392,0.929063585124305,0.844575944822407,0.845588425344194,0.3125,0.7826
"36","Tom40_Tom40",0.979625580090495,0.664695574171997,1.80456834121422,0.833537635416833,0.887811550702669,0.806940386541551,0.803433827684967,0.413,0.5227
"37","Tom40_Tom40",0.860227889214585,0.967629182863667,3.16911337256963,0.976530559804757,0.935868081252288,0.912349499653093,0.912349499653093,1,0.5
"38","Tom40_Tom40",1.08123506089591,0.708577657013775,2.43995825873897,0.869941111980438,0.961263418527749,0.875293668508329,0.875831580484304,0.2857,0.9545
"39","Tom40_Tom40",1.04445607368864,0.621295213265729,1.41686086363339,0.786786169625697,0.87546972120028,0.805552952355752,0.802816978920974,0.1764,0.6428
"40","Tom40_Tom40",1.03711852174296,0.747654412579105,2.14476689770355,0.866629896894782,0.926337054228837,0.88057154118711,0.879656288433355,0.3684,0.3529
